1,-413:-6,
1,-103:-104,
1,10:8,
1,-3:-5,
1,-202:-201,
1,251:239,
1,-2:-8,
1,229:247,
1,225:-16,
1,-417:-4,
1,-13:-17,
15,-2:-3,
2,237:239,
1,12:13,
2,6:4,
2,183:229,
4,1:-5,
1,5:-18,
1,2:4,
1,3:-18,
1,430:7,
1,-57:-55,
1,-304:-75,
1,21:15,
1,-207:-206,
1,34:3,
1,225:226,
1,173:183,
1,-1:15,
1,-204:-2,
1,10:12,
3,3:4,
2,-7:-5,
1,199:2,
1,15:16,
1,219:-1,
1,113:2,
1,-11:-10,
1,18:2,
20,2:3,
3,7:8,
1,17:1,
2,7:1,
3,-6:-7,
1,75:-1,
2,-19:-1,
1,12:15,
1,151:2,
1,251:2,
1,172:1,
1,241:245,
1,225:222,
1,-49:1,
1,13:14,
1,419:413,
1,-20:-21,
2,79:3,
2,47:1,
12,4:1,
1,19:1,
1,-84:-85,
1,-45:-46,
1,48:47,
1,-29:-28,
1,-1:76,
1,226:228,
2,203:2,
1,235:227,
1,-17:-1,
1,29:30,
3,-5:-6,
1,26:25,
1,-10:15,
1,3:-43,
1,175:203,
1,-22:-21,
1,226:3,
1,-417:-419,
1,222:1,
1,-75:-72,
4,12:1,
2,14:21,
1,-230:-2,
1,-21:-14,
3,201:2,
1,-19:-18,
1,249:241,
1,193:266,
1,185:2,
1,207:2,
1,304:2,
1,76:66,
1,198:1,
3,5:2,
3,4:2,
1,173:2,
1,-408:1,
1,-35:-34,
1,18:19,
1,-419:-4,
1,7:-11,
1,15:1,
1,-5:-10,
1,15:-1,
1,25:-1,
14,1:2,
2,-7:-14,
2,-5:-1,
1,2:-207,
1,432:430,
1,-12:-10,
1,1:193,
1,171:175,
4,231:2,
1,-19:-4,
1,2:-204,
1,2:-209,
1,2:-217,
4,239:2,
1,-1:48,
2,233:2,
1,2:-215,
1,14:1,
1,30:21,
1,2:61,
4,-1:3,
1,74:1,
1,2:-212,
4,229:2,
1,43:2,
1,49:51,
1,2:-16,
1,2:-37,
2,237:2,
2,6:-8,
3,-4:-2,
1,2:-33,
1,7:-5,
2,195:2,
1,-1:-73,
1,169:2,
1,-37:-35,
1,-27:-2,
4,-6:-4,
1,5:3,
3,223:2,
1,67:-1,
1,-426:-423,
1,242:1,
3,227:2,
1,-415:-417,
1,-75:-1,
2,228:3,
2,213:2,
1,8:-77,
1,256:3,
1,172:3,
1,259:2,
2,253:2,
1,205:199,
1,2:-6,
1,175:2,
1,14:-3,
2,-5:-2,
1,-31:-29,
2,-18:-19,
1,1:-198,
1,13:1,
1,54:52,
3,-7:-1,
2,23:1,
1,170:1,
1,-419:-2,
1,207:-34,
1,297:229,
1,199:183,
1,-212:-211,
4,-3:-7,
1,-432:-6,
1,16:15,
1,237:240,
3,4:-3,
1,5:-3,
3,2:-3,
1,221:219,
1,181:169,
1,6:-73,
1,130:-302,
1,39:-2,
